OrderNumber,Sales Channel,WarehouseCode,OrderDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price
SO - 0003022,Distributor,WARE-NBV1002,8/5/2019,USD,21,25,74,38,3,0.05,1956.4,2680
SO - 0003027,Online,WARE-NBV1002,9/5/2019,USD,16,26,71,7,7,0.2,640.39,1085.4
SO - 0003029,In-Store,WARE-PUJ1005,9/5/2019,USD,11,4,322,10,7,0.05,1022.69,1929.6
SO - 0003030,Wholesale,WARE-UHY1004,9/5/2019,USD,26,47,217,8,6,0.1,153.5,194.3
SO - 0003031,Online,WARE-PUJ1005,9/5/2019,USD,17,47,263,6,2,0.15,180.77,254.6
SO - 0003033,In-Store,WARE-MKL1006,10/5/2019,USD,6,47,362,40,6,0.1,1124.6,2499.1
SO - 0003034,Online,WARE-NMK1003,10/5/2019,USD,14,28,192,29,7,0.05,2588.68,3195.9
SO - 0003038,Online,WARE-NMK1003,10/5/2019,USD,17,27,163,39,1,0.15,97.55,174.2
SO - 0003040,Wholesale,WARE-XYS1001,11/5/2019,USD,26,48,46,28,1,0.2,2426.07,2854.2
SO - 0003043,Online,WARE-NMK1003,11/5/2019,USD,13,45,196,14,8,0.4,1891.01,3939.6
SO - 0003049,Online,WARE-UHY1004,11/5/2019,USD,18,49,245,21,4,0.1,501.16,737
SO - 0003050,Online,WARE-UHY1004,11/5/2019,USD,13,3,212,47,1,0.3,123.01,227.8
SO - 0003051,In-Store,WARE-MKL1006,11/5/2019,USD,10,30,335,9,7,0.1,2393.78,5440.4
SO - 0003054,Online,WARE-PUJ1005,12/5/2019,USD,18,27,301,24,1,0.05,1182.28,2318.2
SO - 0003056,In-Store,WARE-NMK1003,12/5/2019,USD,1,33,119,38,8,0.05,2045.11,3932.9
SO - 0003060,Wholesale,WARE-MKL1006,12/5/2019,USD,26,19,341,41,6,0.05,693.72,1118.9
SO - 0003061,In-Store,WARE-NMK1003,12/5/2019,USD,5,31,170,22,3,0.2,1401.37,1688.4
SO - 0003227,Online,WARE-XYS1001,1/6/2019,USD,20,39,5,23,5,0.2,862.89,1065.3
SO - 0003228,Distributor,WARE-PUJ1005,1/6/2019,USD,24,1,272,9,5,0.05,3365.75,3959.7
SO - 0003229,In-Store,WARE-MKL1006,1/6/2019,USD,3,29,348,21,5,0.4,1708.43,3973.1
SO - 0003230,Distributor,WARE-XYS1001,1/6/2019,USD,22,27,34,33,2,0.15,428.8,1072
SO - 0003232,Distributor,WARE-MKL1006,1/6/2019,USD,22,42,331,19,5,0.1,4713.05,6545.9
SO - 0003235,In-Store,WARE-NMK1003,1/6/2019,USD,1,32,167,1,5,0.05,2416.56,3403.6
SO - 0003237,In-Store,WARE-UHY1004,2/6/2019,USD,8,27,251,31,6,0.05,1826.09,2646.5
SO - 0003239,Distributor,WARE-XYS1001,2/6/2019,USD,21,34,4,13,1,0.05,1586.56,3966.4
SO - 0003246,Distributor,WARE-PUJ1005,2/6/2019,USD,21,19,262,44,7,0.05,3882.11,5246.1
SO - 0003253,Online,WARE-UHY1004,3/6/2019,USD,19,10,252,36,7,0.05,3069.94,3886
SO - 0003264,Distributor,WARE-UHY1004,4/6/2019,USD,21,3,260,37,3,0.05,192.29,234.5
SO - 0003265,In-Store,WARE-NMK1003,4/6/2019,USD,7,45,113,4,5,0.15,1708.43,3973.1
SO - 0003266,In-Store,WARE-NMK1003,4/6/2019,USD,9,24,178,28,2,0.1,153.7,207.7
SO - 0003270,In-Store,WARE-XYS1001,4/6/2019,USD,12,31,27,19,4,0.05,160.8,268
SO - 0003273,In-Store,WARE-MKL1006,5/6/2019,USD,8,43,337,39,3,0.4,679.38,871
SO - 0003274,Online,WARE-PUJ1005,5/6/2019,USD,15,24,283,18,6,0.3,1799.89,3912.8
SO - 0003276,In-Store,WARE-PUJ1005,6/6/2019,USD,3,18,318,26,3,0.05,4010.96,6170.7
SO - 0003279,In-Store,WARE-UHY1004,6/6/2019,USD,8,13,208,7,1,0.1,3097.21,5433.7
SO - 0003280,Online,WARE-NMK1003,7/6/2019,USD,13,2,192,37,8,0.08,4026.63,6009.9
SO - 0003281,In-Store,WARE-NMK1003,7/6/2019,USD,9,21,194,7,5,0.2,3580.75,5775.4
SO - 0003284,Distributor,WARE-PUJ1005,7/6/2019,USD,24,50,286,2,4,0.08,1379.53,2378.5
SO - 0003285,In-Store,WARE-UHY1004,7/6/2019,USD,11,16,232,26,5,0.08,2444.03,4006.6
SO - 0003287,In-Store,WARE-NMK1003,7/6/2019,USD,4,18,197,33,2,0.08,4409.74,6210.9
SO - 0003290,In-Store,WARE-UHY1004,7/6/2019,USD,11,6,212,43,2,0.08,561.06,1058.6
SO - 0003291,Distributor,WARE-MKL1006,8/6/2019,USD,24,1,358,40,2,0.05,612.72,1038.5
SO - 0003292,In-Store,WARE-PUJ1005,8/6/2019,USD,12,19,288,29,2,0.1,1152.4,2680
SO - 0003297,In-Store,WARE-MKL1006,8/6/2019,USD,11,33,359,11,3,0.1,3157.04,3946.3
SO - 0003298,Online,WARE-NMK1003,9/6/2019,USD,20,11,200,40,4,0.05,3452.04,5152.3
SO - 0003300,In-Store,WARE-NMK1003,9/6/2019,USD,4,20,181,44,3,0.08,539.75,1018.4
SO - 0003301,In-Store,WARE-UHY1004,9/6/2019,USD,1,11,248,28,1,0.15,1027.78,1742
SO - 0003302,In-Store,WARE-NMK1003,9/6/2019,USD,4,41,176,29,5,0.05,3002.54,3899.4
SO - 0003303,In-Store,WARE-NBV1002,9/6/2019,USD,11,27,69,46,1,0.05,614.39,877.7
SO - 0003305,Online,WARE-PUJ1005,10/6/2019,USD,18,12,287,21,5,0.08,1698.05,2572.8
SO - 0003306,Online,WARE-NMK1003,10/6/2019,USD,18,48,117,3,4,0.05,3314.49,3899.4
SO - 0003307,Online,WARE-NMK1003,10/6/2019,USD,13,38,169,45,2,0.08,1615.91,2606.3
SO - 0003308,Online,WARE-NBV1002,10/6/2019,USD,18,19,78,34,8,0.08,93.8,167.5
SO - 0003309,Online,WARE-XYS1001,10/6/2019,USD,13,37,35,46,5,0.08,1622.67,2351.7
SO - 0003312,Online,WARE-UHY1004,10/6/2019,USD,16,11,227,10,5,0.1,795.16,1849.2
SO - 0003314,In-Store,WARE-XYS1001,11/6/2019,USD,2,31,22,42,2,0.05,2123.5,4006.6
SO - 0003315,Wholesale,WARE-PUJ1005,11/6/2019,USD,27,10,326,31,1,0.1,1561.97,2740.3
SO - 0003317,Wholesale,WARE-NMK1003,11/6/2019,USD,26,1,92,47,6,0.08,1908.96,2807.3
SO - 0003319,Online,WARE-NMK1003,11/6/2019,USD,20,28,93,37,2,0.05,2381.85,3015
SO - 0003321,Online,WARE-NMK1003,12/6/2019,USD,19,12,98,9,6,0.05,690.37,1078.7
SO - 0003322,In-Store,WARE-XYS1001,12/6/2019,USD,3,5,9,36,3,0.05,4165.59,5272.9
SO - 0003323,Online,WARE-PUJ1005,12/6/2019,USD,13,48,316,44,4,0.08,2759.93,3999.9
SO - 0003326,Online,WARE-NMK1003,12/6/2019,USD,18,2,127,25,6,0.15,161.6,241.2
SO - 0003330,In-Store,WARE-XYS1001,12/6/2019,USD,12,27,11,26,2,0.08,535.67,1306.5
SO - 0003468,In-Store,WARE-PUJ1005,1/7/2019,USD,3,10,292,17,5,0.1,198.32,247.9
SO - 0003469,Online,WARE-MKL1006,1/7/2019,USD,15,34,332,3,7,0.05,481.8,1025.1
SO - 0003475,Distributor,WARE-NMK1003,2/7/2019,USD,24,21,172,36,1,0.1,3410.37,5983.1
SO - 0003476,Distributor,WARE-NMK1003,2/7/2019,USD,22,12,128,47,7,0.05,697.87,830.8
SO - 0003477,Online,WARE-PUJ1005,2/7/2019,USD,17,1,262,23,8,0.1,633.42,1092.1
SO - 0003480,Wholesale,WARE-NMK1003,2/7/2019,USD,27,8,171,37,2,0.08,914.62,1252.9
SO - 0003481,Distributor,WARE-NMK1003,2/7/2019,USD,24,6,140,31,8,0.2,1435.14,1708.5
SO - 0003485,Distributor,WARE-MKL1006,2/7/2019,USD,23,2,360,28,6,0.15,1224.76,3061.9
SO - 0003492,Online,WARE-NMK1003,3/7/2019,USD,15,47,116,16,7,0.15,804.4,1748.7
SO - 0003493,Online,WARE-PUJ1005,3/7/2019,USD,19,38,275,43,1,0.05,1445.39,2834.1
SO - 0003494,Wholesale,WARE-UHY1004,3/7/2019,USD,27,39,232,46,7,0.08,953.21,2324.9
SO - 0003495,Wholesale,WARE-UHY1004,3/7/2019,USD,26,43,227,45,1,0.3,1470.72,1815.7
SO - 0003497,In-Store,WARE-UHY1004,3/7/2019,USD,10,11,224,37,2,0.2,505.45,1232.8
SO - 0003500,In-Store,WARE-NMK1003,4/7/2019,USD,8,28,147,9,1,0.15,442.2,1105.5
SO - 0003502,Online,WARE-XYS1001,4/7/2019,USD,17,47,53,10,1,0.05,134,268
SO - 0003503,In-Store,WARE-NBV1002,4/7/2019,USD,6,21,74,20,7,0.1,984.5,1246.2
SO - 0003504,Online,WARE-UHY1004,5/7/2019,USD,15,42,214,31,1,0.05,1441.71,2720.2
SO - 0003505,Online,WARE-NMK1003,5/7/2019,USD,19,13,174,17,4,0.4,962.46,1132.3
SO - 0003509,In-Store,WARE-MKL1006,5/7/2019,USD,7,45,339,30,2,0.1,1834.46,2479
SO - 0003514,In-Store,WARE-MKL1006,6/7/2019,USD,5,18,343,14,7,0.2,626.58,1118.9
SO - 0003516,Online,WARE-NBV1002,6/7/2019,USD,17,42,83,26,8,0.4,434.16,1085.4
SO - 0003518,Distributor,WARE-NBV1002,6/7/2019,USD,20,12,67,6,3,0.05,146.26,247.9
SO - 0003520,In-Store,WARE-NMK1003,7/7/2019,USD,10,41,133,12,1,0.4,633.49,1038.5
SO - 0003525,Online,WARE-NMK1003,7/7/2019,USD,18,39,153,21,8,0.2,4552.25,5989.8
SO - 0003531,Online,WARE-XYS1001,8/7/2019,USD,15,41,43,14,6,0.3,1046.54,1902.8
SO - 0003532,In-Store,WARE-PUJ1005,8/7/2019,USD,12,11,272,14,4,0.05,214.4,268
SO - 0003534,Online,WARE-NMK1003,8/7/2019,USD,15,32,197,1,7,0.1,939.88,1118.9
SO - 0003535,Online,WARE-XYS1001,8/7/2019,USD,16,10,9,38,4,0.08,1462.61,1976.5
SO - 0003536,In-Store,WARE-XYS1001,9/7/2019,USD,6,41,38,8,5,0.1,3526.55,6411.9
SO - 0003537,Online,WARE-MKL1006,9/7/2019,USD,15,18,341,38,5,0.08,870.2,1279.7
SO - 0003539,Online,WARE-NMK1003,9/7/2019,USD,20,42,120,1,1,0.05,1020.28,1889.4
SO - 0003540,Online,WARE-UHY1004,9/7/2019,USD,20,49,209,6,2,0.05,528.56,1078.7
SO - 0003542,Online,WARE-MKL1006,10/7/2019,USD,15,13,339,10,5,0.15,1708.5,2847.5
SO - 0003544,Distributor,WARE-PUJ1005,10/7/2019,USD,23,12,286,23,7,0.05,1249.95,2358.4
SO - 0003545,In-Store,WARE-PUJ1005,10/7/2019,USD,2,17,313,18,3,0.05,4680.69,6411.9
SO - 0003550,Online,WARE-UHY1004,10/7/2019,USD,14,1,203,41,5,0.05,635.56,1025.1
SO - 0003551,In-Store,WARE-NBV1002,10/7/2019,USD,10,49,71,21,6,0.1,3577.4,5420.3
SO - 0003554,Online,WARE-PUJ1005,11/7/2019,USD,14,45,303,47,5,0.1,2232.44,3986.5
SO - 0003559,Distributor,WARE-PUJ1005,12/7/2019,USD,22,18,328,20,7,0.05,664.77,810.7
SO - 0003721,Online,WARE-UHY1004,1/8/2019,USD,15,32,216,15,4,0.08,2810.25,5735.2
SO - 0003722,Online,WARE-NMK1003,1/8/2019,USD,15,8,146,34,4,0.05,1612.62,2271.3
SO - 0003726,Distributor,WARE-NBV1002,1/8/2019,USD,22,18,62,11,5,0.15,157.58,187.6
SO - 0003727,Online,WARE-NMK1003,1/8/2019,USD,19,35,143,2,1,0.3,115.78,180.9
SO - 0003733,Wholesale,WARE-UHY1004,1/8/2019,USD,27,22,251,7,2,0.08,126.43,247.9
SO - 0003738,In-Store,WARE-UHY1004,2/8/2019,USD,1,35,211,40,2,0.08,2341.25,3001.6
SO - 0003741,In-Store,WARE-PUJ1005,2/8/2019,USD,3,19,286,33,3,0.05,133.67,234.5
SO - 0003743,Distributor,WARE-XYS1001,2/8/2019,USD,21,18,34,18,5,0.05,2826.06,3819
SO - 0003748,In-Store,WARE-UHY1004,2/8/2019,USD,8,45,246,6,7,0.05,2073.92,2693.4
SO - 0003749,In-Store,WARE-XYS1001,3/8/2019,USD,4,18,29,29,4,0.05,1346.5,1748.7
SO - 0003751,Distributor,WARE-UHY1004,3/8/2019,USD,24,28,226,34,1,0.4,2217.43,3959.7
SO - 0003752,Distributor,WARE-UHY1004,3/8/2019,USD,25,3,236,38,2,0.05,423.31,783.9
SO - 0003754,Online,WARE-NBV1002,3/8/2019,USD,15,41,62,41,4,0.15,3343.03,5969.7
SO - 0003756,In-Store,WARE-NMK1003,4/8/2019,USD,6,34,125,3,5,0.3,128.24,221.1
SO - 0003764,Wholesale,WARE-UHY1004,5/8/2019,USD,28,28,233,25,2,0.2,584.31,1025.1
SO - 0003769,In-Store,WARE-PUJ1005,6/8/2019,USD,11,25,305,25,6,0.2,783.9,1005
SO - 0003770,Wholesale,WARE-NBV1002,6/8/2019,USD,26,28,78,36,1,0.05,4159.9,5333.2
SO - 0003772,In-Store,WARE-XYS1001,6/8/2019,USD,4,20,52,45,5,0.05,1452.63,1989.9
SO - 0003773,Online,WARE-XYS1001,6/8/2019,USD,12,37,7,16,6,0.05,2007.99,2479
SO - 0003775,Online,WARE-XYS1001,6/8/2019,USD,17,5,1,16,7,0.05,516.84,891.1
SO - 0003776,In-Store,WARE-NMK1003,6/8/2019,USD,11,26,126,47,7,0.1,2969.84,4013.3
SO - 0003778,Online,WARE-NMK1003,6/8/2019,USD,16,14,186,21,2,0.08,2537.42,5286.3
SO - 0003789,In-Store,WARE-XYS1001,8/8/2019,USD,1,19,29,34,5,0.1,166.16,268
SO - 0003796,In-Store,WARE-MKL1006,8/8/2019,USD,7,7,344,34,3,0.1,456,1112.2
SO - 0003801,Online,WARE-UHY1004,9/8/2019,USD,13,50,205,33,1,0.3,862.76,1092.1
SO - 0003803,Online,WARE-XYS1001,9/8/2019,USD,18,36,38,47,5,0.08,1190.32,1889.4
SO - 0003808,Online,WARE-PUJ1005,10/8/2019,USD,13,3,306,45,7,0.15,495.8,991.6
SO - 0003810,Distributor,WARE-XYS1001,10/8/2019,USD,23,8,21,26,3,0.08,1617.98,3946.3
SO - 0003814,In-Store,WARE-UHY1004,11/8/2019,USD,6,10,205,5,8,0.1,3207.36,3959.7
SO - 0003817,Online,WARE-UHY1004,11/8/2019,USD,17,34,204,24,6,0.05,109.75,261.3
SO - 0003818,Wholesale,WARE-XYS1001,11/8/2019,USD,28,1,57,40,7,0.05,1515.54,2331.6
SO - 0003820,Wholesale,WARE-UHY1004,12/8/2019,USD,26,12,205,22,4,0.08,3196.5,3946.3
SO - 0003821,Wholesale,WARE-PUJ1005,12/8/2019,USD,28,8,309,42,1,0.1,890.83,1855.9
SO - 0003826,Online,WARE-NMK1003,12/8/2019,USD,16,16,185,21,6,0.08,619.48,897.8
SO - 0003982,Distributor,WARE-NBV1002,1/9/2019,USD,22,33,62,8,5,0.05,2042.16,5105.4
SO - 0003983,Online,WARE-NMK1003,1/9/2019,USD,15,45,149,22,7,0.15,1347.91,3209.3
SO - 0003984,In-Store,WARE-XYS1001,1/9/2019,USD,6,23,47,42,8,0.08,1697.11,1996.6
SO - 0003990,Online,WARE-UHY1004,1/9/2019,USD,13,34,209,44,1,0.05,589.47,1112.2
SO - 0003991,In-Store,WARE-NMK1003,1/9/2019,USD,4,8,171,10,7,0.15,482.4,1072
SO - 0003994,Wholesale,WARE-PUJ1005,2/9/2019,USD,26,37,322,39,5,0.3,603.67,1139
SO - 0003995,In-Store,WARE-UHY1004,3/9/2019,USD,9,44,252,22,6,0.05,129.44,187.6
SO - 0003996,Distributor,WARE-PUJ1005,3/9/2019,USD,22,35,306,31,6,0.1,613.65,864.3
SO - 0004000,Wholesale,WARE-PUJ1005,3/9/2019,USD,25,41,311,17,1,0.15,176.01,247.9
SO - 0004002,In-Store,WARE-NMK1003,3/9/2019,USD,12,45,200,45,1,0.2,1714.8,2559.4
SO - 0004004,Online,WARE-UHY1004,3/9/2019,USD,19,4,221,21,1,0.08,1743.27,2767.1
SO - 0004009,Distributor,WARE-UHY1004,5/9/2019,USD,23,32,241,20,6,0.1,830.93,1065.3
SO - 0004010,Online,WARE-MKL1006,5/9/2019,USD,13,47,332,18,6,0.05,905.84,1132.3
SO - 0004015,In-Store,WARE-NMK1003,5/9/2019,USD,8,17,116,40,2,0.15,1616.04,2412
SO - 0004016,In-Store,WARE-XYS1001,5/9/2019,USD,9,13,53,8,1,0.15,3080.53,3899.4
SO - 0004018,Online,WARE-MKL1006,6/9/2019,USD,12,50,366,40,2,0.1,1410.75,2519.2
SO - 0004019,In-Store,WARE-NMK1003,6/9/2019,USD,2,19,113,15,1,0.05,570.1,850.9
SO - 0004021,Online,WARE-NBV1002,6/9/2019,USD,17,24,71,35,8,0.4,614.86,1078.7
SO - 0004022,In-Store,WARE-NBV1002,6/9/2019,USD,8,32,82,19,1,0.08,1482.04,1876
SO - 0004025,Distributor,WARE-UHY1004,7/9/2019,USD,23,48,225,4,1,0.1,95.48,167.5
SO - 0004030,In-Store,WARE-UHY1004,8/9/2019,USD,3,24,250,33,7,0.15,1451.42,1748.7
SO - 0004032,Distributor,WARE-UHY1004,8/9/2019,USD,22,8,240,47,6,0.2,851.24,1105.5
SO - 0004034,Online,WARE-NMK1003,9/9/2019,USD,13,27,165,22,6,0.4,2925.22,3953
SO - 0004035,In-Store,WARE-XYS1001,9/9/2019,USD,5,11,46,4,7,0.2,4129.08,5815.6
SO - 0004036,Online,WARE-NMK1003,9/9/2019,USD,15,45,198,36,3,0.1,2599.53,3209.3
SO - 0004040,In-Store,WARE-UHY1004,9/9/2019,USD,4,35,244,27,7,0.05,572.85,1005
SO - 0004043,In-Store,WARE-NMK1003,9/9/2019,USD,1,38,94,42,7,0.08,475.23,1159.1
SO - 0004045,Online,WARE-PUJ1005,9/9/2019,USD,13,29,323,46,7,0.08,578.28,917.9
SO - 0004047,Online,WARE-UHY1004,9/9/2019,USD,19,6,225,41,1,0.05,1472.33,1963.1
SO - 0004049,Online,WARE-PUJ1005,10/9/2019,USD,14,34,286,35,8,0.08,1219.4,3048.5
SO - 0004054,In-Store,WARE-XYS1001,10/9/2019,USD,6,43,25,39,2,0.05,738.07,1085.4
SO - 0004056,In-Store,WARE-MKL1006,10/9/2019,USD,2,5,329,28,5,0.1,3267.99,5835.7
SO - 0004061,Distributor,WARE-NMK1003,11/9/2019,USD,23,50,95,3,8,0.15,1757.01,3993.2
SO - 0004062,In-Store,WARE-NMK1003,11/9/2019,USD,12,42,175,23,7,0.4,2614.61,5447.1
SO - 0004063,In-Store,WARE-NMK1003,11/9/2019,USD,5,42,167,1,3,0.05,928.02,1145.7
SO - 0004070,In-Store,WARE-MKL1006,12/9/2019,USD,11,6,331,38,8,0.05,1243.86,2646.5
SO - 0004221,Distributor,WARE-NMK1003,1/10/2019,USD,21,36,121,8,1,0.05,2538.97,3906.1
SO - 0004222,In-Store,WARE-MKL1006,1/10/2019,USD,1,46,355,2,8,0.1,3709.12,5795.5
SO - 0004224,Online,WARE-NBV1002,1/10/2019,USD,16,6,60,2,8,0.15,3059.35,3872.6
SO - 0004227,Online,WARE-UHY1004,1/10/2019,USD,18,12,259,39,5,0.08,1653.69,3845.8
SO - 0004228,Online,WARE-NMK1003,2/10/2019,USD,20,48,166,26,8,0.1,446.56,1038.5
SO - 0004229,In-Store,WARE-MKL1006,2/10/2019,USD,6,21,352,31,2,0.08,1207.21,1916.2
SO - 0004232,In-Store,WARE-XYS1001,2/10/2019,USD,10,7,11,40,8,0.05,647.22,1078.7
SO - 0004233,Distributor,WARE-NMK1003,3/10/2019,USD,23,21,197,8,2,0.2,2630.55,3926.2
SO - 0004237,Wholesale,WARE-NBV1002,3/10/2019,USD,26,17,86,19,8,0.1,2111.84,2639.8
SO - 0004240,Online,WARE-NMK1003,3/10/2019,USD,14,18,132,13,4,0.4,484.01,1125.6
SO - 0004241,In-Store,WARE-PUJ1005,3/10/2019,USD,12,36,294,14,3,0.2,427.73,1018.4
SO - 0004242,Online,WARE-UHY1004,3/10/2019,USD,14,50,249,5,6,0.05,3573.24,5333.2
SO - 0004243,Distributor,WARE-UHY1004,3/10/2019,USD,25,34,227,20,4,0.08,4790.77,5842.4
SO - 0004245,Wholesale,WARE-NMK1003,4/10/2019,USD,26,22,154,37,6,0.08,3019.56,3973.1
SO - 0004251,In-Store,WARE-NBV1002,5/10/2019,USD,3,23,70,37,4,0.1,744.71,1145.7
SO - 0004252,Online,WARE-XYS1001,5/10/2019,USD,20,16,8,40,6,0.08,683.4,1005
SO - 0004259,Wholesale,WARE-PUJ1005,6/10/2019,USD,27,16,319,7,1,0.15,163.21,194.3
SO - 0004262,Online,WARE-PUJ1005,6/10/2019,USD,19,10,279,39,7,0.08,2590.29,5286.3
SO - 0004263,Distributor,WARE-PUJ1005,6/10/2019,USD,21,26,288,22,6,0.3,2564.76,6411.9
SO - 0004266,Online,WARE-XYS1001,7/10/2019,USD,12,8,34,37,8,0.05,2927.9,3852.5
SO - 0004268,Online,WARE-NMK1003,7/10/2019,USD,13,50,169,41,1,0.1,148.74,201
SO - 0004272,In-Store,WARE-MKL1006,7/10/2019,USD,9,20,337,15,1,0.05,1196.69,2257.9
SO - 0004274,Online,WARE-XYS1001,8/10/2019,USD,17,32,42,12,7,0.05,1003.39,1929.6
SO - 0004276,In-Store,WARE-MKL1006,8/10/2019,USD,8,23,353,43,4,0.15,2551.49,3865.9
SO - 0004278,Distributor,WARE-MKL1006,8/10/2019,USD,23,23,349,22,4,0.3,723.6,904.5
SO - 0004286,In-Store,WARE-MKL1006,9/10/2019,USD,5,4,361,10,2,0.05,337.68,703.5
SO - 0004288,Online,WARE-NMK1003,9/10/2019,USD,16,38,107,12,6,0.2,152.56,221.1
SO - 0004290,Distributor,WARE-NMK1003,10/10/2019,USD,24,20,126,40,8,0.15,850.3,1735.3
SO - 0004293,Online,WARE-UHY1004,10/10/2019,USD,13,32,248,16,4,0.1,3960.5,5500.7
SO - 0004295,In-Store,WARE-NMK1003,10/10/2019,USD,5,44,162,18,7,0.08,124.29,234.5
SO - 0004296,Distributor,WARE-NMK1003,10/10/2019,USD,23,25,186,44,5,0.08,1408.61,1956.4
SO - 0004300,In-Store,WARE-PUJ1005,11/10/2019,USD,5,3,304,28,7,0.08,1868.5,2251.2
SO - 0004305,In-Store,WARE-NBV1002,12/10/2019,USD,6,2,83,47,2,0.1,112.76,221.1
SO - 0004306,In-Store,WARE-XYS1001,12/10/2019,USD,5,29,17,40,3,0.08,1024.63,2499.1
SO - 0004307,In-Store,WARE-UHY1004,12/10/2019,USD,9,15,215,26,5,0.05,3644.8,5360
SO - 0004308,In-Store,WARE-NMK1003,12/10/2019,USD,6,4,150,23,5,0.1,788.32,1065.3
SO - 0004309,In-Store,WARE-NMK1003,12/10/2019,USD,3,9,112,24,5,0.05,738.07,1025.1
SO - 0004310,In-Store,WARE-NMK1003,12/10/2019,USD,6,46,164,5,4,0.15,912,1112.2
SO - 0004455,In-Store,WARE-UHY1004,1/11/2019,USD,11,40,252,23,4,0.05,452.32,1051.9
SO - 0004456,In-Store,WARE-UHY1004,1/11/2019,USD,7,42,247,11,4,0.15,1312.13,2572.8
SO - 0004459,Online,WARE-PUJ1005,1/11/2019,USD,15,39,270,3,2,0.08,3018.02,3919.5
SO - 0004465,Wholesale,WARE-NMK1003,2/11/2019,USD,27,29,143,4,4,0.15,799.65,1038.5
SO - 0004466,Online,WARE-XYS1001,2/11/2019,USD,20,10,17,34,4,0.4,85.36,174.2
SO - 0004468,Wholesale,WARE-XYS1001,2/11/2019,USD,27,11,54,28,8,0.1,512.15,1045.2
SO - 0004469,Distributor,WARE-MKL1006,2/11/2019,USD,24,48,352,12,2,0.08,2284.83,3872.6
SO - 0004473,Wholesale,WARE-XYS1001,3/11/2019,USD,26,5,13,21,4,0.05,171.19,234.5
SO - 0004477,Online,WARE-NMK1003,4/11/2019,USD,20,50,121,7,4,0.1,1987.56,2338.3
SO - 0004478,Online,WARE-NMK1003,4/11/2019,USD,16,1,110,18,6,0.2,637.84,750.4
SO - 0004481,In-Store,WARE-NMK1003,4/11/2019,USD,6,15,170,7,7,0.2,409.37,871
SO - 0004483,In-Store,WARE-UHY1004,4/11/2019,USD,9,27,236,9,3,0.1,1374.77,1936.3
SO - 0004489,Wholesale,WARE-PUJ1005,5/11/2019,USD,27,13,288,31,8,0.05,1635.6,2405.3
SO - 0004491,In-Store,WARE-XYS1001,5/11/2019,USD,7,3,28,47,8,0.05,458.08,1065.3
SO - 0004492,Online,WARE-MKL1006,5/11/2019,USD,17,50,364,21,5,0.08,2239.01,2907.8
SO - 0004497,Distributor,WARE-NMK1003,6/11/2019,USD,21,22,95,10,2,0.05,689.83,884.4
SO - 0004499,In-Store,WARE-NMK1003,6/11/2019,USD,4,48,104,29,3,0.08,175.88,234.5
SO - 0004504,In-Store,WARE-NBV1002,7/11/2019,USD,4,12,69,14,3,0.1,4095.78,5768.7
SO - 0004506,Distributor,WARE-PUJ1005,7/11/2019,USD,23,1,307,23,8,0.1,2207.38,3872.6
SO - 0004507,Distributor,WARE-NMK1003,7/11/2019,USD,24,39,124,20,6,0.1,2041.83,3852.5
SO - 0004508,Distributor,WARE-NMK1003,7/11/2019,USD,21,33,105,2,4,0.08,2749.28,6545.9
SO - 0004509,Online,WARE-PUJ1005,7/11/2019,USD,13,39,281,35,2,0.05,1790.51,3510.8
SO - 0004510,Online,WARE-NMK1003,7/11/2019,USD,20,36,103,7,1,0.3,1331.63,2512.5
SO - 0004512,In-Store,WARE-XYS1001,8/11/2019,USD,8,12,43,16,6,0.15,944.7,2010
SO - 0004514,In-Store,WARE-NMK1003,8/11/2019,USD,10,26,110,38,7,0.1,2082.23,2539.3
SO - 0004515,In-Store,WARE-UHY1004,8/11/2019,USD,9,20,211,12,4,0.05,88.44,201
SO - 0004517,In-Store,WARE-UHY1004,9/11/2019,USD,1,26,242,21,6,0.05,1168.75,2385.2
SO - 0004519,Distributor,WARE-MKL1006,9/11/2019,USD,22,39,350,21,2,0.15,124.75,254.6
SO - 0004520,In-Store,WARE-MKL1006,9/11/2019,USD,3,33,362,13,4,0.08,3230.94,3892.7
SO - 0004522,In-Store,WARE-PUJ1005,10/11/2019,USD,12,22,269,4,5,0.05,452.32,1051.9
SO - 0004523,In-Store,WARE-XYS1001,10/11/2019,USD,2,29,37,42,4,0.08,104.79,227.8
SO - 0004524,Distributor,WARE-UHY1004,11/11/2019,USD,23,11,234,37,1,0.05,2793.1,3879.3
SO - 0004527,In-Store,WARE-MKL1006,11/11/2019,USD,5,15,364,27,3,0.2,129.44,187.6
SO - 0004536,In-Store,WARE-MKL1006,12/11/2019,USD,1,41,330,13,4,0.08,187.6,268
SO - 0004537,Online,WARE-PUJ1005,12/11/2019,USD,20,41,266,15,7,0.08,818.2,1902.8
SO - 0004538,In-Store,WARE-PUJ1005,12/11/2019,USD,10,34,282,22,2,0.15,1791.58,2559.4
SO - 0004539,In-Store,WARE-NMK1003,12/11/2019,USD,10,11,95,26,8,0.1,3103.44,3879.3
SO - 0004716,In-Store,WARE-NMK1003,1/12/2019,USD,11,2,198,20,6,0.08,410.84,978.2
